name,demand,cutoff,yield
Saint Edward's University,791,0.2875928410143797,0.27
University of St Thomas,237,0.30414944602848126,0.39
Schreiner University,299,0.056989934112067465,0.36
St Mary's University,596,0.13160094048441995,0.2
Southern Methodist University,1431,0.7419938992814652,0.23
Stephen F Austin State University,2253,0.060393815864649224,0.35
Texas State University,5181,0.11135833185799653,0.36
Sul Ross State University,310,0.0,0.36
Tarleton State University,1617,0.05511207480739876,0.46
Texas A & M University-College Station,10241,0.46467113370383395,0.47
The University of Texas at Arlington,2713,0.15895671501577796,0.42
The University of Texas at Austin,7249,0.6748198872083196,0.47
The University of Texas at Tyler,704,0.14357110600140208,0.41
Texas Christian University,1936,0.5473047366963705,0.22
Texas Lutheran University,346,0.09891302081841823,0.39
The University of Texas at San Antonio,4493,0.10385505825018594,0.4
Texas Southern University,1110,0.0,0.25
Texas Tech University,4785,0.2717667759721513,0.38
Texas Wesleyan University,273,0.08340219586011834,0.27
Texas Woman's University,1161,0.005425692020215623,0.3
Wayland Baptist University,348,0.008870414866695198,0.61
Southern Utah University,1272,0.1884984448357685,0.27
University of Utah,3124,0.32266982098608443,0.34
Castleton State College,480,0.002746337936158525,0.23
Champlain College,594,0.33025687582783114,0.17
Johnson State College,225,0.01338112305854242,0.27
Lyndon State College,365,0.006677868114849056,0.27
Middlebury College,598,0.8679633199461655,0.39
Saint Michael's College,512,0.47935723550316184,0.15
College of St Joseph,33,0.0,0.26
Southern Vermont College,93,0.0,0.28
Vermont Technical College,194,0.0,0.41
University of Vermont,2495,0.5374971734558369,0.14
Averett University,241,0.004398795507914926,0.16
Bridgewater College,536,0.08016053354719356,0.18
College of William and Mary,1479,0.8264159871941343,0.32
Emory & Henry College,267,0.034048989245896735,0.24
Eastern Mennonite University,232,0.029173469114639455,0.33
Ferrum College,569,0.0,0.23
Hampden-Sydney College,293,0.25434726776617417,0.2
Lynchburg College,512,0.0626225270965326,0.14
Mary Baldwin College,218,0.01780744337356814,0.08
University of Mary Washington,947,0.2811233584235212,0.26
Marymount University,400,0.10578874998962766,0.23
Norfolk State University,829,0.0,0.38
Radford University,1986,0.05760126395857195,0.33
Randolph-Macon College,382,0.19833648437422483,0.2
Randolph College,216,0.2575185060898051,0.25
University of Richmond,805,0.7643097359521388,0.26
Roanoke College,542,0.2196044848299474,0.18
Shenandoah University,459,0.07331690391013368,0.3
Southern Virginia University,226,0.07480370867943224,0.3
The University of Virginia's College at Wise,335,0.008550564710187294,0.46
Virginia Commonwealth University,3525,0.2463364843742248,0.36
University of Virginia-Main Campus,3520,0.8289432333142985,0.41
Virginia Military Institute,502,0.3569481859858194,0.53
Virginia State University,1244,0.0,0.23
Washington and Lee University,480,0.8679840541911831,0.42
Central Washington University,1502,0.034780345066917635,0.41
Eastern Washington University,1579,0.011624437088811319,0.38
The Evergreen State College,509,0.2337582983084355,0.33
Northwest University,218,0.26894800768022326,0.48
Pacific Lutheran University,648,0.2854665847919281,0.25
University of Puget Sound,670,0.617645346854297,0.17
Saint Martin's University,159,0.1117018212300299,0.28
Seattle Pacific University,767,0.39090640230023715,0.21
Seattle University,976,0.48370544513305097,0.19
Walla Walla University,393,0.19369064750177065,0.4
Washington State University,4163,0.07163392482782274,0.34
University of Washington-Seattle Campus,6253,0.597000085395429,0.37
Whitman College,392,0.7821640958657201,0.27
Alderson Broaddus University,438,0.06310207112916447,0.21
Bethany College,185,0.007038072812663881,0.22
Bluefield State College,306,0.012133820336118574,0.64
Concord University,529,0.04375254061012574,0.43
Marshall University,1858,0.12330714011898372,0.82
Ohio Valley University,91,0.06966700136804643,0.28
West Virginia State University,418,0.05148293184985408,0.42
West Liberty University,501,0.051358876592384556,0.32
West Virginia Wesleyan College,471,0.09851150057883583,0.35
Wheeling Jesuit University,238,0.11187299286277784,0.27
Concordia University-Wisconsin,580,0.13650205140826957,0.33
Lakeland College,218,0.09646073126194579,0.37
Maranatha Baptist University,210,0.1862174678562746,0.7
Marquette University,1990,0.5706242751789684,0.15
Mount Mary University,115,0.018079899891707815,0.45
Silver Lake College of the Holy Family,40,0.016261789346767915,0.39
University of Wisconsin-Whitewater,2168,0.13972647653276485,0.45
University of Wisconsin-Madison,6279,0.6717776747424102,0.4
Stanford University,1677,0.930724217635419,0.76
Purdue University-Main Campus,6422,0.5549931952384269,0.34
New College of Florida,222,0.6940570539969246,0.27
University of Washington-Bothell Campus,573,0.04873102192491984,0.31
University of Washington-Tacoma Campus,410,0.002404901327879357,0.4
Soka University of America,112,0.5633567345013031,0.61
Florida Gulf Coast University,2761,0.11788504512151521,0.39
Ave Maria University,254,0.20100840745582915,0.26
University of South Florida-St Petersburg,562,0.1699711374164442,0.4
University of South Florida-Sarasota-Manatee,86,0.191586510558494,0.63
The Kingâ€™s College,127,0.4385890306464925,0.06
