name,demand,cutoff,yield,trueyield,preferability
Marshall University,1858,0.12330714011898372,0.82,0.002814561623619363,6.430885685550855e-5
Saint Joseph's College-New York,547,0.12424815646728755,0.23,0.0008295045790314574,1.904748511086608e-5
Bethel College-North Newton,123,0.12432975753470615,0.22,0.0001865421773334216,4.2853151151457805e-6
Lindenwood University,1369,0.12445461139000617,0.61,0.0020765256726604877,4.7734106684363716e-5
Whittier College,446,0.12572604165555346,0.16,0.0006774852400328037,1.567746111931965e-5
Judson College,68,0.1263608019733148,0.34,0.00010336876387433078,2.399987286393728e-6
Ohio Dominican University,239,0.1276707764826201,0.18,0.0003638563853207517,8.50646105656408e-6
Kent State University at Kent,4111,0.12889983273032057,0.31,0.0062674647680311,0.00014748403617796056
East Carolina University,4015,0.12908482063821242,0.42,0.006122407202494976,0.0001442070136592208
Ashland University,623,0.12909503634083994,0.29,0.0009500135562553757,2.2377717742848106e-5
Florida Atlantic University,3479,0.13037119095744162,0.29,0.005312917006055343,0.00012593319678579084
St Mary's University,596,0.13160094048441995,0.2,0.0009114638255989924,2.1732180365976367e-5
McKendree University,387,0.13583826558882647,0.38,0.0005947417892623881,1.4475151478967342e-5
University of North Carolina at Charlotte,3541,0.13640189333647657,0.38,0.005445362132163533,0.0001329001132343042
Concordia University-Wisconsin,580,0.13650205140826957,0.33,0.0008920294754282532,2.178135395404132e-5
Molloy College,501,0.13832935485746783,0.21,0.0007721629325050752,1.9019412147569547e-5
Nicholls State University,1243,0.13835776640180683,0.59,0.0019158286890730606,4.7195840141648936e-5
Lake Superior State University,418,0.13865011389542123,0.31,0.0006444796412573004,1.5898486282013605e-5
Southern Illinois University-Edwardsville,1966,0.1394181006563261,0.31,0.003033917924753117,7.511467776793943e-5
University of Wisconsin-Whitewater,2168,0.13972647653276485,0.45,0.0033468422486106313,8.298102996326396e-5
Monmouth College,392,0.14001756904426352,0.21,0.000605353433136464,1.5028976010050157e-5
Bryan College-Dayton,187,0.1400308593458278,0.43,0.00028878275880292833,7.169979377945438e-6
College of the Ozarks,357,0.14013893354311713,0.91,0.000551381832890232,1.3696587685685635e-5
Philadelphia University,550,0.14048141086464258,0.16,0.0008498062823383362,2.1142410232161976e-5
Dominican University,497,0.14147784412074446,0.24,0.0007688071309313781,1.9213812151519895e-5
The University of Texas at Tyler,704,0.14357110600140208,0.41,0.0010916762693305479,2.754451848912062e-5
Southern Adventist University,490,0.14501220780085358,0.55,0.0007611122079255943,1.9331224782656584e-5
Trinity Christian College,205,0.1471053437134375,0.39,0.0003192059583043388,8.186173491455112e-6
The Richard Stockton College of New Jersey,1069,0.14756586188411103,0.28,0.0016654415405600613,4.280255131813737e-5
Dominican University of California,305,0.14774584165484222,0.17,0.00047527309750562105,1.2224867135904143e-5
Corban University,222,0.14938575871674314,0.24,0.0003466034222997086,8.983201100565154e-6
SUNY College at Brockport,1085,0.150231122362506,0.27,0.0016956703980883945,4.412153585857828e-5
Mercyhurst University,600,0.15044026267981125,0.27,0.0009379287537217282,2.442864775117899e-5
Evangel University,460,0.15113794864764518,0.52,0.0007196697272719737,1.8804489420786167e-5
Monmouth University,906,0.15133067045260223,0.21,0.001417758344293383,3.707800668188161e-5
Geneva College,334,0.1518175284296906,0.29,0.0005229614731171236,1.3707316212632531e-5
Queens University of Charlotte,316,0.15324797261413667,0.21,0.0004956137641985074,1.307620437763408e-5
Bethel College-Indiana,250,0.15425477812767216,0.28,0.00039256626632823936,1.0405720863846411e-5
Citadel Military College of South Carolina,676,0.1546035695317098,0.33,0.001061937134653219,2.819419608497359e-5
Endicott College,629,0.15547761795165457,0.24,0.0009891268775098568,2.6367403774701706e-5
Columbia International University,103,0.15791720473201007,0.54,0.0001624407373039835,4.379599017568141e-6
Xavier University of Louisiana,675,0.15815180096173523,0.26,0.0010648354654266454,2.8740836214852238e-5
The University of Texas at Arlington,2713,0.15895671501577796,0.42,0.004283945801579483,0.00011606315911445695
Ball State University,3616,0.15954565970611367,0.35,0.005713823476667478,0.0001552197952832282
Houston Baptist University,1135,0.16001630499282232,0.26,0.001794475474689888,4.884996220939727e-5
Stephens College,168,0.1603041609979297,0.32,0.0002657050460598713,7.242297973724091e-6
Wells College,161,0.1680042013878553,0.12,0.00025699061546051417,7.252528155472853e-6
The University of West Florida,1333,0.1691654989079717,0.22,0.002130728664208247,6.045668843286198e-5
University of South Florida-St Petersburg,562,0.1699711374164442,0.4,0.0008991986430729863,2.560873501793624e-5
Huntington University,227,0.17096190291493765,0.3,0.00036363350372669635,1.0403649524707013e-5
Guilford College,407,0.17339526927063859,0.2,0.0006538965476039466,1.892192416827707e-5
University of Hawaii at Manoa,1981,0.17608479615081288,0.36,0.0031931144133363265,9.358425284189722e-5
Kennesaw State University,3194,0.17623910289997377,0.6,0.005149277069685041,0.0001510250384261285
University of Rhode Island,2993,0.17756413034356253,0.19,0.004833004451292265,0.0001426100525227942
Marymount Manhattan College,399,0.17792060546778105,0.13,0.000644572324489469,1.9050047936774066e-5
University of Idaho,1643,0.17846085958060895,0.34,0.0026559618086548047,7.868526845882847e-5
George Fox University,624,0.17875818939635238,0.34,0.0010090810710833506,2.9934129466464352e-5
Fontbonne University,160,0.1788693496083097,0.36,0.0002587737628213932,7.6802006202179e-6
University of Nevada-Reno,2994,0.1799741872971389,0.45,0.004848828172886826,0.00014461032003103467
The University of Tampa,1592,0.1818230095186571,0.2,0.002584094093193734,7.768510933578653e-5
University of St Francis,237,0.18187618541789285,0.27,0.000384717403547701,1.1568316319319264e-5
University of Maine,1997,0.18223442090641154,0.3,0.003243110602104766,9.766873218327491e-5
St Bonaventure University,438,0.18228353282089352,0.2,0.0007113509051879193,2.142729482160765e-5
University of Mary Hardin-Baylor,675,0.18506131601708684,0.14,0.0010999966457111876,3.352537379964196e-5
Towson University,2748,0.18553281612993872,0.26,0.004480801029301085,0.0001368381917609456
Maranatha Baptist University,210,0.1862174678562746,0.7,0.0003427073769183012,1.0495675299501872e-5
Mount St Mary's University,429,0.18821774272249872,0.13,0.0007018273021155891,2.167461252445922e-5
Southern Utah University,1272,0.1884984448357685,0.27,0.0020816622977491627,6.436402208568092e-5
Andrews University,388,0.18875900635793716,0.41,0.0006351764079358206,1.9660637925866606e-5
Eureka College,138,0.18997110999815306,0.21,0.0002262513085132869,7.038581683299548e-6
University of South Alabama,1878,0.19017656011572448,0.45,0.0030797663290653204,9.589245387629162e-5
University of South Florida-Sarasota-Manatee,86,0.191586510558494,0.63,0.0001412789378616011,4.424564367217723e-6
The College of Idaho,292,0.19208597543606065,0.29,0.00047998782991699366,1.5063407878395306e-5
University of California-Riverside,4034,0.1933454350375795,0.21,0.006641418072780089,0.0002095222563235237
Walla Walla University,393,0.19369064750177065,0.4,0.0006472966728899561,2.044923307103945e-5
High Point University,1257,0.19555201703174535,0.26,0.002075151612848468,6.605316554856006e-5
Linfield College-McMinnville Campus,449,0.19778281944320417,0.23,0.0007433047427851548,2.387465347089489e-5
Randolph-Macon College,382,0.19833648437422483,0.2,0.0006328252008069447,2.0371982198752664e-5
University of Sioux Falls,237,0.1987076788166031,0.18,0.0003927985597836909,1.2664139184606084e-5
Spring Arbor University,368,0.19935527760616292,0.21,0.0006104083910394158,1.973206582533428e-5
Ave Maria University,254,0.20100840745582915,0.26,0.0004221861955336729,1.3740243556801428e-5
Georgia Southern University,3604,0.2012289067289788,0.66,0.005992043591519373,0.0001951905516095847
Anderson University,502,0.20339973495194663,0.35,0.0008369042864210485,2.750019501385605e-5
University of Montevallo,531,0.20346643724684763,0.44,0.0008853254783780936,2.9099081651322883e-5
Howard University,1394,0.2051673891114029,0.24,0.0023291615820342426,7.708064231912984e-5
Manhattan College,757,0.20536318051573035,0.16,0.001265143291410795,4.1901055497694755e-5
Lesley University,316,0.20702080585757598,0.18,0.000529221904856247,1.7643920751337476e-5
SUNY Oneonta,1119,0.20770946140144594,0.21,0.0018756773691144266,6.2706747393146e-5
Saint John Fisher College,521,0.20913237419623149,0.21,0.0008748758871307059,2.941516373268006e-5
Abilene Christian University,1030,0.21433918460325163,0.21,0.0017410636683624758,5.9789927492329846e-5
Flagler College-St Augustine,708,0.21795804078855466,0.26,0.0012023079651629024,4.191236388197759e-5
Wartburg College,451,0.21826228608286863,0.26,0.0007661750389430694,2.6742717615187806e-5
Roanoke College,542,0.2196044848299474,0.18,0.0009223527422097878,3.237493810632498e-5
Wentworth Institute of Technology,900,0.22012241048545783,0.25,0.0015325991854687573,5.3911439051674614e-5
The University of Findlay,581,0.22131370266189074,0.38,0.0009908915424983854,3.50296333931976e-5
Indiana Wesleyan University,1437,0.22231419804481362,0.44,0.002453946666124562,8.711433984463248e-5
Doane College-Crete,287,0.2237364019062339,0.22,0.0004910041891254613,1.753379030722699e-5
Ramapo College of New Jersey,901,0.22386785039812834,0.26,0.001541706271599732,5.50845768530175e-5
Otterbein University,575,0.22892621023687537,0.25,0.000990340238993124,3.614480043081569e-5
Baker University,235,0.2293722524811536,0.31,0.00040498201937221777,1.4808876399085949e-5
The Evergreen State College,509,0.2337582983084355,0.33,0.0008821948532989005,3.287614376901212e-5
Cornerstone University,362,0.2342318860141995,0.23,0.0006278036169878544,2.3444415665734662e-5
Campbell University,788,0.23515222104576802,0.1,0.0013682445573252587,5.130139537575841e-5
Northwest Nazarene University,261,0.23707766948583167,0.34,0.0004543313468337485,1.7179370028051175e-5
The College of Saint Scholastica,432,0.237196103442613,0.33,0.0007521134680194893,2.8454084743359173e-5
SUNY at Purchase College,775,0.2373343965151781,0.28,0.0013495222962000596,5.108638519287004e-5
The University of Montana,1967,0.23751656249770814,0.43,0.0034259929669686294,0.00012979467939553923
Millikin University,451,0.23779260620550238,0.21,0.0007858070234952473,2.9805778369613572e-5
University of North Dakota,2360,0.2381994817414422,0.59,0.004114179736540061,0.00015632344244287413
Lewis University,694,0.239745917504659,0.23,0.0012123087260005737,4.636418835241494e-5
Arkansas State University-Main Campus,1619,0.24268572997663318,0.44,0.002839116607398911,0.0001099453610101591
Grand Valley State University,4078,0.24367865356472102,0.27,0.007160665470443826,0.0002784678953706557
University of California-Santa Cruz,3827,0.2453482991275589,0.19,0.006734795742077493,0.0002637114212415936
Virginia Commonwealth University,3525,0.2463364843742248,0.36,0.006211466554447324,0.00024418351453682144
Emmanuel College,515,0.2463989512944165,0.13,0.0009075660813455964,3.568665722794753e-5
North Dakota State University-Main Campus,2553,0.24656197831190788,0.52,0.004500034088920104,0.00017705877014402606
Milligan College,206,0.25122029695949816,0.49,0.0003653639370268366,1.4635108060769854e-5
Arcadia University,597,0.2529977490411293,0.1,0.0010613654404534748,4.281111739577512e-5
Hampden-Sydney College,293,0.25434726776617417,0.2,0.0005218474053200278,2.1161183608096805e-5
Quinnipiac University,1803,0.25565622905866364,0.13,0.003216878736569086,0.00013112340752317173
Randolph College,216,0.2575185060898051,0.25,0.0003863497533367131,1.586373433891834e-5
Ohio University-Main Campus,4244,0.2606640219074968,0.28,0.007623353455280793,0.00031697136578267356
Florida Southern College,635,0.2622262500488296,0.26,0.0011430442623566498,4.781652568620062e-5
Newman University,165,0.26372423549253354,0.16,0.00029761578421195047,1.2523157239629458e-5
Embry-Riddle Aeronautical University-Daytona Beach,944,0.2645219207289493,0.31,0.0017045697724187444,7.195069442809715e-5
Salve Regina University,465,0.26845921364197206,0.14,0.0008441641988863084,3.6192446011892724e-5
Northwest University,218,0.26894800768022326,0.48,0.00039602331082186826,1.701222338380741e-5
Texas Tech University,4785,0.2717667759721513,0.38,0.008726176138059767,0.00037914642410885623
Saint Joseph's University,1275,0.2775750353914812,0.21,0.002343850790643636,0.00010421469038395035
Westminster College,261,0.27856547727411274,0.26,0.00048045875132557826,2.1447726754408562e-5
Adelphi University,918,0.27857599434225516,0.16,0.0016899140367707887,7.544111850229615e-5
University of Minnesota-Duluth,2054,0.28001684870053795,0.37,0.0037887035727252613,0.00017011306101423176
Carroll College,315,0.28033499116724636,0.18,0.0005812897811133991,2.6132738503594235e-5
University of Mary Washington,947,0.2811233584235212,0.26,0.0017494765610581,7.889552029917603e-5
Northwestern College,284,0.28166006623469775,0.31,0.0005250502279951017,2.372800547591538e-5
Prescott College,49,0.2837959225230285,0.17,9.085980752337242e-5,4.140960611155389e-6
University of Arizona,7401,0.2853535562981578,0.37,0.013753451141683222,0.0006307380024864319
Pacific Lutheran University,648,0.2854665847919281,0.25,0.001204384018677749,5.5256889774368206e-5
Saint Edward's University,791,0.2875928410143797,0.27,0.0014745541647284716,6.819469509792385e-5
Berea College,397,0.290962707214502,0.72,0.0007435907014497563,3.483210261034303e-5
Capital University,691,0.2926880973705441,0.25,0.0012974170549752897,6.117972798204604e-5
Siena College,734,0.30177835116540036,0.13,0.00139609596301709,6.824821093129222e-5
Drew University,400,0.3018229735966066,0.15,0.0007608638645145873,3.720160100902131e-5
Spring Hill College,431,0.30276358105454837,0.14,0.000820936807558349,4.0292281645143534e-5
Houghton College,223,0.30412668095331047,0.3,0.0004255858690881034,2.100439875125836e-5
University of St Thomas,237,0.30414944602848126,0.39,0.00045231906180166894,2.232586605782359e-5
Montana Tech of the University of Montana,262,0.3046953796249317,0.5,0.0005004246540752345,2.4755395862004858e-5
John Carroll University,793,0.30588402825065514,0.26,0.0015172378600690824,7.542219858611824e-5
Seton Hall University,1342,0.31175467517358163,0.16,0.002589534894005988,0.0001319132653497041
Duquesne University,1547,0.3118758092283373,0.31,0.0029856301637400636,0.0001521680713780315
Hartwick College,528,0.3121685364778046,0.12,0.0010194464227759631,5.202092698014265e-5
Webster University,418,0.31382105826997225,0.41,0.0008090053947066544,4.156617160695936e-5
Georgia College and State University,1392,0.3159906335734268,0.51,0.002702649384372161,0.00014012662060872648
Hamline University,536,0.31655227550127174,0.24,0.0010415305411851932,5.412763339222237e-5
New Jersey Institute of Technology,1029,0.31657002652418714,0.36,0.001999557394618161,0.00010392329557241366
Alma College,376,0.31699250074458585,0.21,0.000731096819205467,3.806352526465264e-5
Saint Mary's College of California,622,0.317881080174396,0.18,0.001210996284520929,6.327998958153931e-5
Hanover College,334,0.3194498062152304,0.16,0.0006517766931160614,3.427956571656376e-5
Bryant University,890,0.32239143528659736,0.19,0.0017443098836783814,9.287565914765288e-5
University of Utah,3124,0.32266982098608443,0.34,0.006125240148100361,0.0003265187578521406
Montana State University,2914,0.3276100692384869,0.27,0.005755470973011544,0.00031314248531193005
State University of New York at New Paltz,1119,0.32775339322493785,0.2,0.0022106194632084473,0.00012034544683552206
Temple University,4390,0.32886413609867865,0.37,0.008686935457478517,0.00047505237892133247
Susquehanna University,589,0.32985995381991357,0.25,0.001167245599123623,6.408120218605158e-5
Champlain College,594,0.33025687582783114,0.17,0.0011778519436919598,6.476396339967894e-5
University of North Florida,1615,0.33039694559729615,0.28,0.0032030787945739954,0.00017621681070671263
Biola University,903,0.343493420777721,0.26,0.0018266745969311576,0.00010592198417725567
Oglethorpe University,282,0.3452492429578273,0.11,0.0005719862919153724,3.3412466143847586e-5
Ohio Wesleyan University,541,0.3457010135207895,0.18,0.001098078881514644,6.426632640863879e-5
Xavier University,1289,0.34619185227622284,0.17,0.0026182741051836286,0.00015355417243467898
University of California-Irvine,5077,0.3463254233964051,0.21,0.010314735379333728,0.0006052654635830895
Oklahoma Christian University,533,0.34740849784836925,0.43,0.0010846717180762419,6.392220596832214e-5
Virginia Military Institute,502,0.3569481859858194,0.53,0.0010367409932664582,6.353323529031864e-5
University of Cincinnati-Main Campus,4486,0.3576789041437677,0.38,0.009275121449763545,0.0005701546438555876
Dordt College,381,0.3582570977283559,0.37,0.0007884541134593525,4.858117327477223e-5
Salisbury University,1246,0.36697838795116267,0.25,0.002614038781419886,0.0001670453342919607
Stonehill College,610,0.3684717080613378,0.13,0.0012827722173944674,8.249906378484662e-5
Appalachian State University,3028,0.3700129196385399,0.39,0.006383174973694501,0.0004132532119176019
University of North Carolina Wilmington,2053,0.37192868650641026,0.34,0.004341027260564465,0.00028332380704351707
Warren Wilson College,220,0.37718899566953085,0.26,0.0004691145736058576,3.1308119941538796e-5
Florida International University,2990,0.38021543561488014,0.42,0.006406826362904396,0.0004332681143251861
Saint Anselm College,508,0.38671148857571835,0.18,0.0011000474146702188,7.653904300342995e-5
Saint Mary's College,437,0.38915249676258484,0.33,0.000950082143027602,6.683615830870619e-5
Seattle Pacific University,767,0.39090640230023715,0.21,0.0016723372021737242,0.00011858982467428495
University of Evansville,543,0.39873083192506914,0.22,0.0011993430328553147,8.823195911050493e-5
Lyon College,174,0.4097076569063043,0.23,0.00039146651542796223,3.0437850494128605e-5
University of Louisville,2857,0.4127230017749929,0.44,0.006460702909317628,0.0005104946415092023
Lawrence Technological University,341,0.41374873780839516,0.43,0.0007724726465304438,6.136654489336237e-5
John Brown University,305,0.4145576658612433,0.38,0.0006918759544347312,5.5198453962973484e-5
University of Detroit Mercy,481,0.41537885068124997,0.21,0.0010926550458017802,8.755202229149435e-5
Mills College,217,0.4155553177209029,0.17,0.000493093007676163,3.9547247719528124e-5
North Greenville University,505,0.4159707994143682,0.49,0.0011483369465748305,9.230146740956988e-5
Drury University,325,0.41738237837257935,0.37,0.0007408192632662809,5.999168461048255e-5
Wagner College,430,0.4182429265402103,0.21,0.0009816107474383878,7.98554789498714e-5
Messiah College,648,0.4185287382844185,0.35,0.001479991674135,0.00012058250428595406
Ohio Northern University,613,0.41907223881107886,0.27,0.0014013637052902614,0.00011450507499632392
Valparaiso University,876,0.41969625753893436,0.18,0.0020047547742773754,0.00016434838892986496
Samford University,765,0.4229994358033517,0.29,0.0017607500888695458,0.0001469000031567938
Saint Johns University,497,0.42711469486948206,0.38,0.00115212931731977,9.829742006430983e-5
Simmons College,339,0.43080176415945337,0.16,0.000790949351801854,6.888898571140988e-5
Michigan State University,8061,0.4308584251724326,0.37,0.01880966806277494,0.001638783939444821
Lake Forest College,403,0.43727110472096953,0.19,0.0009510828525828452,8.570977640103759e-5
University of South Florida-Main Campus,3904,0.43782186758432895,0.3,0.009222494018160181,0.0008335913215699699
The Kingâ€™s College,127,0.4385890306464925,0.06,0.00030042450106386275,2.7262448487973743e-5
University of San Francisco,1148,0.4399309187130683,0.13,0.0027221547574369626,0.00024876100983573565
College of Saint Benedict,538,0.4426223430001023,0.34,0.0012818737129988748,0.0001188045252126795
Syracuse University,3487,0.44359625791366664,0.25,0.008322895213756148,0.0007753486905200108
Stetson University,852,0.4445991458107898,0.14,0.002037255847681691,0.0001907614758147216
Embry-Riddle Aeronautical University-Prescott,448,0.44519397913846137,0.34,0.0010723816406167357,0.00010071818852120587
University of Central Florida,6068,0.4469774876195014,0.39,0.014571869824345305,0.001381118399549145
Washington College,350,0.4473801684165215,0.11,0.000841112524481128,7.987428182436831e-5
Providence College,1027,0.4479609459430492,0.18,0.0024706610135492805,0.00023527373609911814
Clarkson University,757,0.4486329332473443,0.18,0.0018233396622680902,0.00017418669795883472
Oklahoma City University,351,0.4533842069363182,0.34,0.000852780896038381,8.335441153053522e-5
Bradley University,1085,0.4583218978271154,0.18,0.0026601184822620063,0.00026651260269178054
Gordon College,481,0.4586113573371357,0.29,0.0011799088461546428,0.00011838583612068275
Coe College,390,0.4644393938813924,0.21,0.0009670935889359825,9.999245791910219e-5
Texas A & M University-College Station,10241,0.46467113370383395,0.47,0.025405879008813213,0.0026300455237716677
University of Minnesota-Morris,469,0.4666130273799935,0.31,0.0011677314042998965,0.00012198857072988426
Austin College,364,0.4740163987299979,0.2,0.0009190554209659268,9.951563793569578e-5
Saint Michael's College,512,0.47935723550316184,0.15,0.0013059984014194503,0.00014531707422621486
University of Dayton,1761,0.4794408178661779,0.21,0.004492641517642155,0.0005001083416351023
University of North Carolina at Asheville,553,0.4817445286242323,0.28,0.0014170780048157025,0.0001596192402536066
University of Delaware,4224,0.48232105051507634,0.26,0.010836172892996937,0.0012242171886559434
The University of Alabama,6454,0.48234627227701055,0.37,0.016557781105919947,0.0018708472880161718
University of the Pacific,958,0.4824176796786876,0.09,0.0024580946271060312,0.00027782738277177627
Seattle University,976,0.48370544513305097,0.19,0.0025105264109748842,0.00028540089911688034
Covenant College,268,0.4861022045047004,0.42,0.0006925809807015021,7.958967800197805e-5
Luther College,628,0.48789003464022657,0.25,0.001628579404778201,0.00018868976970443416
Wofford College,415,0.49173918986158943,0.22,0.0010843612611317092,0.00012790543571046295
Berry College,672,0.4973111019776592,0.29,0.0017753439350348395,0.00021511090806612034
Allegheny College,604,0.5027135070159302,0.21,0.0016130313082258305,0.00020081501055626284
Cornell College,261,0.5080814492687522,0.18,0.0007046278889803743,9.02203574880532e-5
Ursinus College,425,0.5099153806284824,0.16,0.0011516761647201539,0.00014892490103041118
Drexel University,3040,0.5202603088219792,0.08,0.00841551026414602,0.0011541421857031722
Indiana University-Bloomington,7604,0.5224954947059037,0.28,0.021148382481861145,0.0029381782718290814
Cedarville University,781,0.5272751180321876,0.32,0.0021940933110743952,0.0003127804678319364
Loyola University Chicago,2512,0.5291916083524865,0.19,0.0070857848531384335,0.0010208305235875842
Westmont College,298,0.5312381907105889,0.2,0.0008442606812748696,0.000122986426730481
Pennsylvania State University-Main Campus,7649,0.536108129620106,0.3,0.021897796774009774,0.0032778125214573644
University of California-Davis,5208,0.5366761102350672,0.23,0.014927902967483956,0.00224105351974585
Willamette University,545,0.5368142502506622,0.12,0.0015626216401199578,0.00023474477129716234
University of Vermont,2495,0.5374971734558369,0.14,0.007164216149837908,0.0010797738262829436
Elon University,1474,0.538928229695057,0.27,0.004245623439968874,0.0006441923704963982
Texas Christian University,1936,0.5473047366963705,0.22,0.005679523806129466,0.0008971281784877098
Rollins College,477,0.5495133074195531,0.17,0.0014062059599423073,0.0002245437272937017
Michigan Technological University,1153,0.5513614582141966,0.33,0.003413070417231219,0.0005500313788951688
University of Maryland-Baltimore County,1657,0.5519138527165635,0.27,0.004911040461917899,0.0007936021168275494
Purdue University-Main Campus,6422,0.5549931952384269,0.34,0.01916532423192114,0.0031443054802272343
Loyola Marymount University,1341,0.5602794798244743,0.22,0.004050088996045807,0.00068112099569646
Butler University,1015,0.5604738113311974,0.16,0.003066858980087147,0.0005162397146329721
North Carolina State University at Raleigh,4398,0.5613771253916751,0.42,0.01331608227576807,0.002250957633827347
Soka University of America,112,0.5633567345013031,0.61,0.0003406463799436037,5.8093627929900006e-5
Baylor University,3190,0.5634129891147708,0.19,0.009703589012064737,0.0016552625951057737
DePauw University,641,0.5659213557183754,0.21,0.0019611107988604637,0.0003382046443781468
Florida State University,6048,0.5663001392242124,0.36,0.018519745804050747,0.003199128786749606
Taylor University,459,0.568179574154838,0.32,0.001411633726262848,0.00024572117150121575
Creighton University,966,0.5682992958980222,0.24,0.0029717131843554592,0.0005175349943734692
Chapman University,1289,0.5691745824317775,0.25,0.00397341677890247,0.0006944416311640325
Marquette University,1990,0.5706242751789684,0.15,0.006155000754790879,0.0010820079932105167
Auburn University,3726,0.5753125398986488,0.29,0.011651609865815541,0.002087249827836511
St Mary's College of Maryland,419,0.5835411833777119,0.29,0.0013361477475321067,0.00024746082475087525
University of Dallas,380,0.5850015360113031,0.34,0.0012160449512340957,0.0002266028726553849
University of California-Santa Barbara,4741,0.5852341960715032,0.19,0.015180271321964813,0.002831527070824986
Rochester Institute of Technology,2784,0.5918152363036956,0.28,0.00905784662973351,0.0017353599625114394
Yeshiva University,857,0.5921147964374321,0.66,0.002790328869358207,0.0005352354742116343
University of Washington-Seattle Campus,6253,0.597000085395429,0.37,0.02060610916272933,0.00403222109092139
University of Denver,1413,0.5976003362414976,0.13,0.004663339932363973,0.0009146287367410365
Clemson University,3463,0.5992725804200726,0.32,0.011476671565229838,0.0022652785462312997
Bentley University,974,0.6001973328935927,0.3,0.0032353836877721622,0.0006407696989966444
The College of Wooster,560,0.6133799579353946,0.18,0.0019236062740641603,0.0004007891208914611
University of Puget Sound,670,0.617645346854297,0.17,0.0023271316058029413,0.0004934797626811036
Kalamazoo College,454,0.6276652620312493,0.27,0.0016193279714408796,0.00035878395062916897
Illinois Institute of Technology,465,0.6308094912588317,0.29,0.0016726880221656223,0.0003760485745900246
Stony Brook University,2709,0.6358138908405053,0.23,0.009878662536727712,0.0022748559011710164
Emerson College,863,0.6361214877717164,0.22,0.0031496834394607776,0.0007263629610483439
Earlham College,254,0.6401413343774359,0.21,0.0009373769564115868,0.00022035354464672972
Trinity College,604,0.6406493630202924,0.25,0.002232189398864001,0.0005260277441484482
Sewanee-The University of the South,488,0.6447185263654176,0.25,0.0018241467850490113,0.0004385783163962819
Thomas Aquinas College,88,0.6480532172094728,0.62,0.0003320612467793672,8.120279618193944e-5
University of Georgia,4936,0.6483849408775759,0.48,0.01864318914383315,0.00456687572464784
Muhlenberg College,579,0.6524975539913731,0.24,0.002212754433160172,0.0005530582112824552
University of Pittsburgh-Pittsburgh Campus,3678,0.6530081240005489,0.26,0.014076832391205095,0.0035273121416854007
Skidmore College,660,0.6635166867432413,0.23,0.0026049112145176074,0.0006876755090119355
American University,1627,0.6696227928641924,0.22,0.00654018445516978,0.0017842020139768372
Fordham University,1967,0.6698398087267974,0.12,0.00791210740531498,0.0021610108062392777
University of Wisconsin-Madison,6279,0.6717776747424102,0.4,0.02540591769601803,0.007010696148145465
University of Minnesota-Twin Cities,5544,0.6740971127325017,0.29,0.022591628364561196,0.0063049308338366345
The University of Texas at Austin,7249,0.6748198872083196,0.47,0.029605107611353033,0.008289220475155469
Centre College,377,0.6830278966546179,0.22,0.0015795480078246117,0.00045769765092947
New College of Florida,222,0.6940570539969246,0.27,0.0009636627055381864,0.0002937849133675252
University of Florida,6373,0.6948424977774204,0.51,0.027735269401525174,0.008488035918705946
University of California-San Diego,4575,0.6999018319038353,0.2,0.020246048631440767,0.006339131914464661
Polytechnic Institute of New York University,451,0.7002846484621171,0.17,0.0019983892060598018,0.0006267313915445763
Boston University,3877,0.7088517397330554,0.19,0.017684554480488848,0.005762492867933713
Lewis & Clark College,473,0.7102988981477757,0.12,0.002168320697646161,0.0007110539858154978
Ohio State University-Main Campus,7130,0.7119958872013197,0.41,0.03287784637276085,0.010863041450316786
Lafayette College,635,0.7170235872424746,0.27,0.0029801354946203317,0.001004820277241428
SUNY at Binghamton,2664,0.719148496965103,0.22,0.012597082966610159,0.004284971987508014
Dickinson College,625,0.7197908719752233,0.24,0.002962171917415294,0.0010101941842028724
Colorado School of Mines,949,0.7217758274630862,0.22,0.004529850557521645,0.001557178587921094
St Olaf College,752,0.7220948777640659,0.32,0.0035936337278100494,0.001236919831626955
University of Illinois at Urbana-Champaign,7329,0.7255463386369898,0.35,0.03546404051604443,0.01237716545826277
University of California-Los Angeles,5620,0.7271306748763705,0.35,0.027352316960083084,0.00960052742347135
Southern Methodist University,1431,0.7419938992814652,0.23,0.007365838290844116,0.002724227049723639
George Washington University,2387,0.7510695748881336,0.33,0.012734648433730655,0.004880201512276441
Occidental College,548,0.7574191822396916,0.21,0.003000106171629726,0.001179884037948942
Union College,559,0.7598438500352956,0.26,0.0030912249989328605,0.001228328054325445
Bucknell University,933,0.760674516259256,0.4,0.005177322518681737,0.0020646032286588145
University of North Carolina at Chapel Hill,3915,0.7622207593270887,0.5,0.02186605077283766,0.008777406853973341
University of Richmond,805,0.7643097359521388,0.26,0.004535934337586343,0.0018360736099069898
Villanova University,1659,0.766144862093871,0.23,0.009421325132357675,0.003841866547007407
Wheaton College,598,0.7705566553028496,0.44,0.0034612920166981146,0.0014367839153727464
Whitman College,392,0.7821640958657201,0.27,0.002389841652068474,0.001044212920182866
Colorado College,522,0.7838473682641252,0.41,0.0032071738120273453,0.0014126676198673279
University of Miami,2140,0.7871391429811198,0.18,0.013351513174258577,0.0059764358528158245
Kenyon College,483,0.7953762444361129,0.31,0.0031347549812583745,0.0014626921690267698
